student_i,student_j,college_i,college_j,marks_i,marks_j,marks_diff,outcome_diff,weight
13359,8706,508401_mpc,508501_mpc,47.5,54.25,-6.75,-8.0,0.8372401534781533
14868,14859,506903_mec,506802_bpc,12.0,13.0,-1.0,2.0,0.8877412576715681
15245,19962,514501_mpc,514301_mpc,39.75,34.25,5.5,-11.0,0.8327144306581573
8784,3411,505401_mpc,505902_bpc,37.5,38.75,-1.25,-7.0,0.68632275867823
4983,5313,507904_cec,507601_mpc,10.25,17.0,-6.75,-5.0,0.9604473254295478
35442,25461,512901_mpc,513103_mec,73.5,100.0,-26.5,13.0,0.9367159871997337
20669,5123,508401_mpc,509501_mpc,44.25,55.25,-11.0,-23.0,0.779785280667093
2208,4371,507702_bpc,507802_bpc,25.0,27.75,-2.75,-2.0,0.9205235487397676
22862,33274,508701_mpc,509201_mpc,71.25,65.5,5.75,-2.0,0.9606649601485441
10601,4363,504202_bpc,504002_bpc,31.0,35.0,-4.0,9.0,0.8083684468007849
14017,18894,509104_cec,508904_cec,15.25,25.0,-9.75,-3.0,0.8894711513015819
8396,15,501802_bpc,502102_bpc,57.5,50.5,7.0,-3.0,0.9565169368972817
23822,11135,503801_mpc,503802_bpc,60.0,68.75,-8.75,33.0,0.8982315345089507
3617,27954,502801_mpc,502802_bpc,49.75,71.75,-22.0,-6.0,0.8736276449565296
19770,10575,504903_mec,504701_mpc,22.75,18.75,4.0,0.0,0.9238377161016718
17059,16651,506903_mec,502505_hec,22.5,11.5,11.0,34.0,0.8438866629971092
16140,15450,514802_bpc,514902_bpc,52.5,66.25,-13.75,-4.0,0.8847155291921976
20807,31822,506101_mpc,509401_mpc,72.75,73.75,-1.0,3.0,0.9637279695357294
6284,285,505902_bpc,505602_bpc,39.25,34.0,5.25,-12.0,0.8437983855665924
5095,23892,508702_bpc,508502_bpc,31.25,30.0,1.25,0.0,0.9666436029385292
16136,14952,504002_bpc,503202_bpc,27.5,21.0,6.5,4.0,0.8591608208073436
16141,11137,502005_hec,505102_bpc,21.25,6.25,15.0,12.0,0.8129507993515708
16425,7808,504001_mpc,503101_mpc,25.0,21.25,3.75,2.0,0.8375999621825132
17040,19368,509001_mpc,508401_mpc,33.75,28.75,5.0,1.0,0.8555569627264595
5002,4616,508302_bpc,509105_hec,12.75,2.0,10.75,7.442871,0.9643163740863038
24214,3839,508302_bpc,508502_bpc,36.0,29.0,7.0,-29.0,0.8331875024883073
3142,9133,512802_bpc,512902_bpc,45.0,52.25,-7.25,-32.0,0.9074960883322222
20012,7649,507002_bpc,508903_mec,18.0,8.75,9.25,-4.0,0.8797595052433316
15005,6705,502504_cec,502802_bpc,51.25,45.25,6.0,0.0,0.8115181866502047
13402,20573,506702_bpc,507301_mpc,33.0,28.75,4.25,-17.0,0.8515128811879972
21894,9308,511701_mpc,511801_mpc,29.5,20.25,9.25,16.442871,0.7845966740238626
19846,25517,507202_bpc,506702_bpc,25.0,18.75,6.25,2.0,0.912302775055617
4138,16320,508002_bpc,507002_bpc,29.0,13.75,15.25,-14.0,0.7031095302671133
23901,25572,504504_cec,503001_mpc,53.75,98.75,-45.0,-3.0,0.7847792252635734
21261,18275,514601_mpc,514801_mpc,63.75,87.75,-24.0,7.0,0.9688230509697769
37790,9143,502202_bpc,501802_bpc,38.75,41.25,-2.5,5.0,0.8446315455019763
19464,4710,507502_bpc,507602_bpc,23.75,24.25,-0.5,-11.0,0.9752873761000537
5135,35183,512902_bpc,512901_mpc,45.25,45.5,-0.25,-27.0,0.8558330257888118
25934,33061,510102_bpc,512402_bpc,20.0,30.5,-10.5,28.0,0.8736593447626918
36037,16386,504904_cec,506404_cec,25.0,21.0,4.0,25.0,0.7940917611056406
21847,26273,505301_mpc,505702_bpc,32.5,18.0,14.5,4.442871,0.5727774653445216
7886,16346,506301_mpc,506302_bpc,22.5,33.25,-10.75,-5.0,0.7595127803624322
6550,12134,504504_cec,504701_mpc,30.0,26.0,4.0,-47.0,0.6290828190307938
5234,22332,512702_bpc,512701_mpc,38.75,51.25,-12.5,-23.0,0.57528144914553
3762,12121,504702_bpc,506101_mpc,72.5,108.75,-36.25,4.0,0.9266734258730858
38779,7017,503602_bpc,503801_mpc,44.5,40.0,4.5,-7.0,0.7660300505092333
39190,25624,507201_mpc,506501_mpc,28.75,26.0,2.75,37.0,0.7580644411478619
5650,11819,507602_bpc,508102_bpc,19.5,21.75,-2.25,23.0,0.9657550780530545
4255,3815,508904_cec,508802_bpc,18.75,3.0,15.75,-11.0,0.8421696794326556
34656,5139,508402_bpc,509302_bpc,31.0,29.5,1.5,-17.0,0.843615738317853
1394,4842,508802_bpc,509105_hec,11.25,13.75,-2.5,-2.0,0.8991263178676124
15413,38046,506302_bpc,506201_mpc,71.75,71.25,0.5,-3.0,0.948624633720341
8664,15158,501602_bpc,502202_bpc,57.75,69.5,-11.75,-13.0,0.9460386313688409
4744,11175,514901_mpc,514902_bpc,31.25,30.75,0.5,8.0,0.9176891397104788
12567,31383,508501_mpc,509402_bpc,33.5,30.25,3.25,-9.0,0.8843071239181882
566,32498,505602_bpc,505801_mpc,35.0,33.5,1.5,12.0,0.6704900000642311
23589,14726,506702_bpc,506601_mpc,21.25,16.25,5.0,-1.0,0.9239700125015713
19350,6034,514001_mpc,514201_mpc,61.25,67.0,-5.75,3.0,0.9909386838350963
3114,4099,507702_bpc,507802_bpc,21.25,15.0,6.25,-1.0,0.9724125026258392
10875,32343,511202_bpc,511303_mec,27.5,30.25,-2.75,-4.0,0.8983398498313419
3992,16676,501802_bpc,501602_bpc,48.0,51.0,-3.0,8.0,0.9005338991059105
4882,505,508401_mpc,509001_mpc,62.25,78.0,-15.75,-4.0,0.9471595965889128
4262,3389,507401_mpc,507701_mpc,47.5,48.25,-0.75,20.0,0.9474097697934009
8757,11978,509002_bpc,508402_bpc,36.5,45.25,-8.75,-2.0,0.7484247670227913
28940,6228,507402_bpc,508702_bpc,63.75,76.25,-12.5,5.0,0.9625987093897459
5703,14126,507501_mpc,507904_cec,5.0,3.25,1.75,-5.0,0.9433105150898146
18473,8167,502801_mpc,502701_mpc,54.0,48.0,6.0,-6.0,0.900636253147891
6743,11673,501502_bpc,502101_mpc,28.5,29.0,-0.5,13.0,0.7026465679798448
2900,4952,512501_mpc,512602_bpc,33.75,28.75,5.0,-39.0,0.8522788147042386
34630,18461,504201_mpc,503602_bpc,53.75,55.75,-2.0,3.0,0.8661362678272337
12299,37587,513201_mpc,514702_bpc,38.0,35.0,3.0,14.0,0.7906952930021931
19893,12435,506601_mpc,506202_bpc,40.5,45.0,-4.5,5.0,0.7324242528356311
19401,3892,508001_mpc,507401_mpc,34.5,40.0,-5.5,-5.0,0.8261365632977151
10718,30162,514901_mpc,514702_bpc,31.75,31.25,0.5,3.0,0.8397932228084861
3784,25193,507502_bpc,507501_mpc,23.75,20.25,3.5,1.0,0.9567510973405783
6361,21264,507002_bpc,506702_bpc,33.0,32.5,0.5,5.0,0.7472927648921047
5780,18294,514901_mpc,514802_bpc,26.75,28.75,-2.0,-5.0,0.8143897384044251
33415,18905,514202_bpc,513601_mpc,10.25,21.0,-10.75,-25.0,0.9388342366644109
7725,1024,503602_bpc,504701_mpc,75.25,99.25,-24.0,2.0,0.9281957286113988
35611,3185,507802_bpc,507502_bpc,66.25,77.5,-11.25,-4.0,0.9166790817616813
12632,4474,511701_mpc,513201_mpc,34.5,36.5,-2.0,12.0,0.7121955618274175
34483,13228,501601_mpc,505301_mpc,101.25,94.0,7.25,11.0,0.9610158899491358
31482,21041,504702_bpc,504903_mec,21.5,25.0,-3.5,4.0,0.9167852605888287
19074,6644,502201_mpc,501801_mpc,28.25,27.5,0.75,2.0,0.9773093048742693
23940,13898,503002_bpc,502702_bpc,27.75,13.75,14.0,-1.0,0.8137242344253155
9791,29767,512402_bpc,512202_bpc,23.25,17.5,5.75,23.0,0.8906423476946016
3289,38757,503302_bpc,503802_bpc,36.0,35.0,1.0,-33.0,0.7563595453766174
6627,2058,509001_mpc,508501_mpc,22.5,21.5,1.0,-9.0,0.9685906995874579
29743,14929,503102_bpc,503601_mpc,57.5,82.5,-25.0,-7.0,0.8655082692766882
19086,13390,512501_mpc,511604_cec,12.25,8.25,4.0,-22.0,0.8520099185403649
716,38086,513904_cec,513704_cec,10.0,18.0,-8.0,-20.0,0.9554449579523486
20234,14035,513704_cec,513602_bpc,33.75,33.75,0.0,15.0,0.8980034248332829
7105,3535,501502_bpc,501802_bpc,48.25,44.25,4.0,-13.0,0.8606695416503799
8325,3855,509401_mpc,508302_bpc,16.25,7.75,8.5,-10.0,0.9069887838379828
9942,12980,509002_bpc,515002_bpc,55.0,71.25,-16.25,7.0,0.8921567788976047
11442,3859,514701_mpc,514601_mpc,65.25,56.25,9.0,-1.0,0.9702911053340206
22627,30984,509501_mpc,509001_mpc,25.25,21.25,4.0,0.0,0.8545571500127821
17679,23930,514302_bpc,514402_bpc,21.0,18.75,2.25,10.0,0.9823014933565751
19451,1313,502801_mpc,501601_mpc,89.25,96.25,-7.0,4.0,0.9541233098008455
35002,3576,512402_bpc,513602_bpc,9.0,8.75,0.25,-10.0,0.8941410260173255
15245,27904,514501_mpc,514401_mpc,39.75,31.5,8.25,-12.557129,0.7419731193995951
31765,33375,508301_mpc,508801_mpc,22.5,16.25,6.25,-52.0,0.8634612716031129
4749,4799,508702_bpc,508701_mpc,36.75,36.25,0.5,-10.0,0.8083979800605144
15524,25198,513103_mec,512901_mpc,17.5,25.75,-8.25,-8.0,0.8728402460160071
316,4827,514901_mpc,514601_mpc,38.75,32.25,6.5,2.0,0.8592742405840835
6397,31690,503202_bpc,503302_bpc,26.25,25.0,1.25,21.0,0.8127736919779099
19768,293,509401_mpc,508402_bpc,32.5,31.25,1.25,11.0,0.7733463223764753
3651,20371,507402_bpc,507502_bpc,54.0,76.25,-22.25,-2.0,0.9349421934466843
12951,3151,502202_bpc,506404_cec,46.25,58.75,-12.5,-37.0,0.7142254026888067
4159,29213,515001_mpc,509501_mpc,32.0,30.0,2.0,-7.0,0.661515808644165
4966,8624,508801_mpc,504201_mpc,57.5,50.0,7.5,-4.0,0.9595299548746508
1052,32451,511401_mpc,511402_bpc,21.25,21.5,-0.25,13.0,0.9471693683719704
7054,12805,514801_mpc,514701_mpc,55.0,48.75,6.25,-12.0,0.9597483739475803
2315,8900,511701_mpc,513601_mpc,38.75,46.25,-7.5,10.0,0.7731014813783239
5560,1252,507601_mpc,508001_mpc,17.75,6.0,11.75,-20.0,0.8945282818423542
36372,2410,512501_mpc,512502_bpc,38.75,32.25,6.5,6.0,0.8093473661558246
5560,16180,507601_mpc,507801_mpc,17.75,0.75,17.0,1.0,0.8978218396020033
6957,3093,505501_mpc,505701_mpc,77.25,80.0,-2.75,7.0,0.9824113274807159
11252,12286,504402_bpc,504702_bpc,45.0,53.25,-8.25,3.0,0.8937399030315225
29797,5806,505402_bpc,506002_bpc,27.5,21.25,6.25,-18.0,0.9190263203376925
16325,8970,509001_mpc,509401_mpc,32.5,35.5,-3.0,-11.0,0.8321378083092278
5113,15404,506802_bpc,506101_mpc,12.5,8.75,3.75,-15.0,0.9613022503498349
9308,25051,511801_mpc,511702_bpc,20.25,0.0,20.25,22.557129,0.8137573094508778
10784,38757,504001_mpc,503802_bpc,28.75,35.0,-6.25,-8.0,0.7984498177335594
20012,6731,507002_bpc,506904_cec,18.0,22.75,-4.75,-6.0,0.9104174902839879
12165,11313,507904_cec,508202_bpc,11.25,16.25,-5.0,-17.0,0.9671457983973973
4727,19093,509301_mpc,515001_mpc,37.75,31.0,6.75,-3.0,0.7755466107674623
29019,8445,507402_bpc,507502_bpc,46.25,44.75,1.5,1.0,0.9492787588558963
1613,7843,504903_mec,504401_mpc,57.75,53.5,4.25,11.0,0.9239601751347004
14709,14593,509105_hec,508302_bpc,17.75,22.0,-4.25,-5.442871,0.9015906290656593
10270,23509,513904_cec,513704_cec,23.75,3.75,20.0,23.0,0.8190425757161068
5719,13666,509001_mpc,509401_mpc,35.0,36.25,-1.25,-2.0,0.8054209344118022
13641,17783,513602_bpc,511603_mec,16.25,23.75,-7.5,-3.0,0.937879571487215
1643,20447,506101_mpc,506202_bpc,82.5,71.25,11.25,-3.0,0.9696433221353591
5470,14989,508101_mpc,507501_mpc,28.5,21.0,7.5,9.0,0.8624639118440102
18375,20284,501602_bpc,502005_hec,27.75,27.5,0.25,10.0,0.934148753300396
38598,4735,503302_bpc,504201_mpc,6.25,15.5,-9.25,-21.0,0.9171236394186135
1690,11112,506404_cec,503001_mpc,4.0,15.5,-11.5,38.0,0.9478414405372232
16117,2941,513104_cec,513103_mec,26.25,24.0,2.25,12.0,0.8460326475522197
36693,566,506002_bpc,505602_bpc,28.25,35.0,-6.75,-13.0,0.7605188228246534
5076,13546,505801_mpc,505802_bpc,32.75,33.75,-1.0,-12.0,0.7901388532572334
29085,17193,511901_mpc,510102_bpc,32.75,36.0,-3.25,-22.0,0.8687488353651018
5100,1132,503301_mpc,504201_mpc,24.0,6.25,17.75,10.442871,0.837635299566562
5822,24729,505302_bpc,505902_bpc,35.5,40.0,-4.5,4.0,0.6023001513112786
19418,19736,505302_bpc,505702_bpc,49.0,46.25,2.75,9.0,0.9035450140733007
24834,21695,512701_mpc,512602_bpc,64.0,77.25,-13.25,-4.0,0.9754029910493429
14388,9703,512201_mpc,512104_cec,26.75,25.25,1.5,-7.0,0.8770358092592022
15025,25977,502202_bpc,505102_bpc,3.75,7.5,-3.75,-3.0,0.935695887002098
6244,27478,502202_bpc,501502_bpc,31.25,22.0,9.25,-15.0,0.8687292375438367
30343,2641,509301_mpc,508701_mpc,6.25,16.5,-10.25,-42.0,0.9378567858974285
18675,35787,511401_mpc,511202_bpc,57.0,58.75,-1.75,2.0,0.9138709780134981
2050,5991,507702_bpc,508002_bpc,27.75,22.75,5.0,-7.0,0.9549276420550472
14842,26272,504402_bpc,504401_mpc,50.0,55.75,-5.75,-5.0,0.8446999660662028
1024,18571,504701_mpc,503101_mpc,99.25,74.75,24.5,4.0,0.9683223693443481
25164,36517,513601_mpc,514002_bpc,40.5,43.75,-3.25,13.0,0.7207485068779208
4196,14528,507401_mpc,507801_mpc,48.75,50.0,-1.25,4.0,0.890696782680838
15195,6094,509201_mpc,509001_mpc,34.0,35.0,-1.0,-11.0,0.875889951484594
35238,19432,504002_bpc,503602_bpc,41.25,40.25,1.0,3.0,0.8122354608274046
8338,8839,514601_mpc,514901_mpc,86.25,73.75,12.5,-8.0,0.9722096484133655
3276,2159,503802_bpc,503302_bpc,42.5,44.5,-2.0,-4.0,0.7484009398752914
8174,4605,514302_bpc,514402_bpc,21.0,6.25,14.75,15.0,0.9435397365211061
10352,7770,502102_bpc,501802_bpc,41.5,39.5,2.0,-2.0,0.9247365886617097
8788,6249,507602_bpc,505501_mpc,21.25,0.0,21.25,-9.0,0.9207455706560563
3308,19432,503202_bpc,503602_bpc,43.5,40.25,3.25,10.0,0.810266162964072
8070,5158,505203_mec,505601_mpc,23.75,23.75,0.0,-34.0,0.8664727625571231
27301,28425,514202_bpc,513903_mec,13.75,12.5,1.25,-5.0,0.8954497411809483
5115,3512,508001_mpc,508201_mpc,51.25,46.25,5.0,10.0,0.8813113717713394
15280,12122,502504_cec,503001_mpc,22.5,24.75,-2.25,41.0,0.8499607364055533
6088,2578,508202_bpc,507402_bpc,22.75,23.75,-1.0,-13.0,0.9526419591319929
3430,12912,507802_bpc,508002_bpc,27.25,24.75,2.5,-6.0,0.9581352033860231
4635,2724,514302_bpc,514402_bpc,26.25,31.25,-5.0,-19.0,0.9313138032005418
28053,12657,509001_mpc,508501_mpc,22.5,10.25,12.25,14.0,0.9087467363057962
34791,34861,508802_bpc,515001_mpc,54.25,73.75,-19.5,-5.0,0.8910848897474267
31614,38965,511304_cec,513704_cec,25.0,17.5,7.5,26.0,0.8432461353439279
30957,16394,502202_bpc,501802_bpc,48.5,44.75,3.75,2.0,0.9290613763537631
14649,7779,506404_cec,506904_cec,21.25,25.25,-4.0,-6.0,0.8731871285318678
12204,39394,503905_hec,503202_bpc,32.5,27.5,5.0,8.0,0.7714655703275374
4124,17242,502504_cec,505102_bpc,37.5,36.75,0.75,16.0,0.5255123389938418
20239,16165,513704_cec,513403_mec,40.0,37.5,2.5,-6.0,0.7005303842642224
27225,9466,508202_bpc,508001_mpc,12.5,17.5,-5.0,8.557129,0.9613144996857732
13348,8398,505701_mpc,505101_mpc,46.25,43.25,3.0,-3.0,0.8249905786118374
12829,2594,507701_mpc,507904_cec,23.75,19.25,4.5,-15.0,0.9377835259193958
31987,1506,509202_bpc,509502_bpc,44.75,50.5,-5.75,6.0,0.8979817614467818
21360,4184,505701_mpc,505601_mpc,61.5,80.0,-18.5,-5.0,0.9282663656982724
6094,14711,509001_mpc,508301_mpc,35.0,36.25,-1.25,14.0,0.829559288810095
11699,30530,504002_bpc,503301_mpc,64.5,62.5,2.0,-16.0,0.9413865023270075
3419,9466,507904_cec,508001_mpc,11.0,17.5,-6.5,-33.0,0.9192339775471663
16277,8772,507002_bpc,506502_bpc,41.25,45.75,-4.5,-11.0,0.8483818578824976
5737,23184,502802_bpc,502801_mpc,32.5,21.0,11.5,8.0,0.7953721015524602
12730,32435,514802_bpc,514702_bpc,37.75,40.25,-2.5,8.0,0.9429226083612295
5414,25990,513503_mec,512801_mpc,83.5,97.5,-14.0,2.0,0.9531027608576744
26843,3625,509302_bpc,509202_bpc,53.75,63.5,-9.75,8.0,0.8862300059198291
15311,4633,514502_bpc,514501_mpc,38.0,39.0,-1.0,27.0,0.8563372849264094
9308,39301,511801_mpc,514601_mpc,20.25,11.5,8.75,-3.442871,0.8173166367561943
4285,8557,509301_mpc,509401_mpc,25.0,27.0,-2.0,8.0,0.8860854475152621
28334,30902,512401_mpc,512201_mpc,50.25,52.75,-2.5,7.442871,0.8948542469170603
13196,13045,514702_bpc,514902_bpc,19.0,12.75,6.25,-12.0,0.9066205456049953
7504,8733,511604_cec,511303_mec,18.75,18.75,0.0,-16.0,0.9353986430668635
11476,6380,505802_bpc,505401_mpc,7.5,8.75,-1.25,13.0,0.9273366097336665
7386,3928,503101_mpc,503802_bpc,63.0,71.25,-8.25,-3.0,0.945180504312634
39332,5495,506701_mpc,506601_mpc,30.0,36.75,-6.75,-29.0,0.8297273965909497
2030,14682,505801_mpc,505701_mpc,81.25,68.75,12.5,4.0,0.9680026594829824
32508,92,506002_bpc,505402_bpc,14.25,7.5,6.75,-33.0,0.9307105786201044
8809,16964,504503_mec,504903_mec,20.0,20.0,0.0,-46.0,0.9055589680358836
1927,197,502505_hec,507201_mpc,11.25,16.75,-5.5,-2.0,0.920444584073088
31985,22186,504201_mpc,503101_mpc,32.5,27.5,5.0,22.0,0.7701759308305922
5874,12657,509001_mpc,508501_mpc,18.75,10.25,8.5,28.0,0.9413449826006215
39395,12959,502005_hec,501602_bpc,27.0,14.25,12.75,-39.0,0.8819527634924433
12744,13648,509202_bpc,508502_bpc,33.0,28.75,4.25,-10.0,0.9564144878273132
21592,31181,511402_bpc,513602_bpc,20.0,10.0,10.0,-21.0,0.9351597720066743
29628,33205,513601_mpc,511701_mpc,36.25,35.25,1.0,27.0,0.9872616465878145
7539,22391,503202_bpc,514801_mpc,90.0,98.25,-8.25,15.0,0.9512262647872726
7758,16662,506802_bpc,506404_cec,28.75,12.75,16.0,21.0,0.7073949842400212
28750,8653,505501_mpc,505301_mpc,37.25,37.0,0.25,19.0,0.6353673245992377
17891,7914,506001_mpc,506002_bpc,32.5,23.5,9.0,-17.0,0.7211943625132244
19368,11325,508401_mpc,515001_mpc,28.75,27.75,1.0,0.0,0.8055262979709618
16739,487,514801_mpc,514901_mpc,50.0,52.5,-2.5,-6.0,0.9281822750329463
6372,17358,501904_cec,507501_mpc,38.75,48.75,-10.0,11.0,0.6386607902507851
19085,16631,512801_mpc,512902_bpc,42.75,57.5,-14.75,-4.0,0.7896937369952155
2366,1916,508802_bpc,515002_bpc,41.5,36.25,5.25,15.442871,0.8148424748254148
29650,33211,508904_cec,509002_bpc,25.75,22.75,3.0,9.442871,0.9270089934667513
11035,5991,508102_bpc,508002_bpc,22.75,22.75,0.0,-13.0,0.9833803086028804
35515,22627,509302_bpc,509501_mpc,22.5,25.25,-2.75,9.0,0.8704129197983219
37598,9224,505901_mpc,505301_mpc,36.25,40.0,-3.75,5.0,0.8660826972172122
161,32209,514602_bpc,514601_mpc,29.0,21.75,7.25,9.0,0.8950953869501618
1045,4090,512702_bpc,512602_bpc,25.25,31.25,-6.0,-32.0,0.9259613271883737
12819,4989,506602_bpc,506601_mpc,24.5,13.25,11.25,33.0,0.8913510558427971
11693,18787,511401_mpc,511201_mpc,48.75,51.75,-3.0,2.0,0.9474423715507049
12064,14528,507501_mpc,507801_mpc,58.75,50.0,8.75,-1.0,0.9078606813119828
21957,18892,507301_mpc,506903_mec,23.0,21.5,1.5,-35.0,0.8785812862411597
14100,1500,503102_bpc,503601_mpc,53.75,53.75,0.0,-17.0,0.9109572028186222
8908,6627,508701_mpc,509001_mpc,31.5,22.5,9.0,-25.0,0.8687754084906046
28702,12365,506801_mpc,506701_mpc,38.75,26.75,12.0,0.0,0.6321801533325186
14965,4749,509402_bpc,508702_bpc,33.75,36.75,-3.0,12.0,0.8902198862369064
9341,6323,507701_mpc,506501_mpc,40.0,46.5,-6.5,-1.0,0.7754622054298068
21727,12608,505901_mpc,505701_mpc,65.75,90.75,-25.0,17.0,0.9635334811461406
32521,4149,504402_bpc,504702_bpc,54.25,46.25,8.0,2.0,0.8901666556100182
36157,15141,505301_mpc,505203_mec,70.5,68.75,1.75,-6.0,0.9841626598872424
17006,5704,513903_mec,511701_mpc,65.0,71.25,-6.25,8.0,0.8926265022607208
10913,4710,507502_bpc,507602_bpc,21.25,24.25,-3.0,-5.0,0.9724386218095715
28490,23719,513601_mpc,511801_mpc,50.0,75.0,-25.0,-7.0,0.891585952302619
11741,10960,507501_mpc,508201_mpc,31.25,34.25,-3.0,15.0,0.9121996577325752
7571,5212,501904_cec,504504_cec,37.5,34.5,3.0,-1.0,0.5523529227912561
17030,30277,512202_bpc,510101_mpc,40.25,35.0,5.25,2.0,0.7344542106904409
6280,14570,506101_mpc,502101_mpc,50.0,68.75,-18.75,-3.0,0.7337274838618212
14383,33138,509302_bpc,508802_bpc,59.25,86.25,-27.0,-2.0,0.928084568386804
4209,28498,506702_bpc,507302_bpc,38.75,34.0,4.75,30.0,0.7799937489215946
33339,9003,512501_mpc,512601_mpc,42.5,45.0,-2.5,-18.0,0.9819016692949603
2524,3853,508101_mpc,503904_cec,27.5,14.25,13.25,8.0,0.7834522097769557
26567,14059,507501_mpc,501601_mpc,88.75,105.25,-16.5,4.0,0.9572133051682173
6331,20269,506502_bpc,507002_bpc,25.75,22.5,3.25,19.0,0.9506932947783026
3443,2842,507501_mpc,507702_bpc,30.0,24.25,5.75,7.0,0.826353022428883
22387,18335,502701_mpc,502801_mpc,33.75,29.75,4.0,3.0,0.89831623596394
7618,28669,505602_bpc,505102_bpc,35.0,33.75,1.25,11.0,0.8872093533859156
16825,20379,514002_bpc,511902_bpc,13.5,-2.5,16.0,33.55713,0.9306169607733741
12428,19736,505802_bpc,505702_bpc,47.25,46.25,1.0,36.0,0.9363295091503172
32038,19832,506202_bpc,506302_bpc,51.25,47.5,3.75,4.0,0.8332529082110823
18397,16955,508502_bpc,509202_bpc,42.0,40.5,1.5,33.0,0.9677561103314152
39164,5497,507502_bpc,508002_bpc,38.75,38.75,0.0,-17.0,0.8811338496338221
5459,11476,506002_bpc,505802_bpc,15.25,7.5,7.75,-13.0,0.9317301216455248
3269,35702,509401_mpc,509402_bpc,44.5,49.5,-5.0,-21.0,0.78856673502852
6949,39109,514602_bpc,512104_cec,29.25,25.0,4.25,18.0,0.7959665423765095
12645,18742,505502_bpc,505102_bpc,35.25,33.25,2.0,37.0,0.8424911874409936
6290,4509,503001_mpc,502801_mpc,39.0,38.75,0.25,-15.0,0.796514499231678
18426,2680,514002_bpc,514202_bpc,15.0,14.5,0.5,-40.0,0.9065050891684859
2315,32800,511701_mpc,513601_mpc,38.75,37.0,1.75,1.0,0.9078837301511056
21798,13540,501602_bpc,501502_bpc,52.5,52.5,0.0,-4.0,0.9360966005266435
30085,31521,514802_bpc,514702_bpc,26.25,34.0,-7.75,-17.0,0.840182941099823
17282,17385,506802_bpc,506404_cec,24.75,21.25,3.5,11.0,0.9143350351773247
12324,14018,508904_cec,506404_cec,18.75,5.0,13.75,13.442871,0.8894446001088592
4213,34693,508202_bpc,508002_bpc,32.5,35.0,-2.5,0.0,0.971023118127127
37927,4875,507401_mpc,507801_mpc,23.75,20.0,3.75,-23.0,0.9372328945995793
1451,28510,511701_mpc,511801_mpc,73.25,53.25,20.0,6.0,0.9457865215109671
3478,20379,502505_hec,511902_bpc,4.5,-2.5,7.0,42.0,0.8856417475431855
20607,35442,512902_bpc,512901_mpc,58.75,73.5,-14.75,-14.0,0.8777348827767663
14018,1743,506404_cec,502505_hec,5.0,14.0,-9.0,-1.4428711,0.9144321148184051
7841,38757,503602_bpc,503802_bpc,37.0,35.0,2.0,-31.0,0.7998063205572532
10436,10511,508202_bpc,507602_bpc,47.0,57.0,-10.0,-15.0,0.8806608740559355
5210,11674,509201_mpc,509501_mpc,53.5,53.75,-0.25,-8.0,0.9106641013177993
2306,17185,507801_mpc,507601_mpc,25.0,18.75,6.25,-1.0,0.9133441276139908
7751,25051,511303_mec,511702_bpc,10.0,0.0,10.0,12.0,0.9218851875222975
16276,4572,509502_bpc,508802_bpc,45.5,53.75,-8.25,-8.0,0.8676757020269708
14457,33466,501802_bpc,501502_bpc,29.25,27.75,1.5,24.0,0.8956256808176432
21572,30810,514201_mpc,514001_mpc,53.75,47.75,6.0,25.0,0.9213206119237628
4755,10349,507501_mpc,508201_mpc,85.0,68.5,16.5,7.0,0.9809136937830291
34483,25572,501601_mpc,503001_mpc,101.25,98.75,2.5,-2.0,0.9653623716737797
38294,16626,506701_mpc,507201_mpc,55.0,51.25,3.75,-8.0,0.9172724695011991
92,8800,505402_bpc,505802_bpc,7.5,15.5,-8.0,-16.0,0.9084939490115586
10621,1024,504201_mpc,504701_mpc,42.5,99.25,-56.75,-12.0,0.4415335564572551
28053,18153,509001_mpc,509502_bpc,22.5,11.25,11.25,3.0,0.8689539258837002
26493,2030,505301_mpc,505801_mpc,63.75,81.25,-17.5,1.0,0.9702080886423844
2240,11513,511902_bpc,512402_bpc,13.75,8.75,5.0,-31.0,0.9612297779778388
244,28080,509402_bpc,509302_bpc,40.5,40.0,0.5,11.0,0.7520092706045255
32974,27011,515001_mpc,508904_cec,7.75,15.25,-7.5,-25.0,0.9126722051973857
7944,25632,501502_bpc,502004_cec,27.75,32.25,-4.5,10.0,0.8890514389839917
22182,8583,508302_bpc,508401_mpc,22.5,12.5,10.0,-5.0,0.9075512304875606
18144,30341,505902_bpc,505502_bpc,39.75,45.0,-5.25,-19.0,0.8050211523216004
8148,12651,507402_bpc,507904_cec,12.5,10.25,2.25,9.0,0.9585537359709561
6655,5298,505602_bpc,505203_mec,30.25,25.75,4.5,-44.0,0.8223513739489429
15883,16709,507302_bpc,506404_cec,9.0,14.0,-5.0,-38.0,0.9801894334294581
24514,32205,505203_mec,505802_bpc,56.75,63.75,-7.0,-9.0,0.9224394072589193
6836,22722,505101_mpc,505901_mpc,31.5,29.0,2.5,14.0,0.943111507625085
17049,2521,503101_mpc,503801_mpc,21.25,26.25,-5.0,-32.0,0.8565268456532642
570,29650,508401_mpc,508904_cec,32.5,25.75,6.75,7.0,0.8472139598443159
32139,9931,511202_bpc,511702_bpc,77.75,80.75,-3.0,-17.0,0.9349369450103729
9954,15122,505501_mpc,505101_mpc,35.25,38.75,-3.5,8.0,0.8087207939048531
