specification,college_code,value_added,std_error,t_value,p_value,ci_lower,ci_upper,sig,baseline_college
attempt_1,502802_bpc,-10.721756546115403,1.377538200074299,-7.783273484203279,7.067163166541787e-15,-13.42168180558916,-8.021831286641646,***,501502_bpc
attempt_1,507301_mpc,-10.751368872860102,1.5630028721112983,-6.878662262684901,6.0417206953621645e-12,-13.81479820993091,-7.687939535789293,***,501502_bpc
attempt_1,507002_bpc,-10.79088396579456,1.4944501036709785,-7.220638507292917,5.174403611452924e-13,-13.719952345681827,-7.8618155859072925,***,501502_bpc
attempt_1,505601_mpc,-10.974722584247347,1.3820912814619466,-7.9406640729536475,2.0110164235886986e-15,-13.683571719259573,-8.265873449235121,***,501502_bpc
attempt_1,503102_bpc,-11.080887810070264,1.5476754339618093,-7.1596974190544,8.085532699748587e-13,-14.114275920392808,-8.04749969974772,***,501502_bpc
attempt_1,505602_bpc,-11.127277773833942,1.5862073193529542,-7.015021074529515,2.299142975898171e-12,-14.236186991779556,-8.018368555888328,***,501502_bpc
attempt_1,505203_mec,-11.13295927857072,1.3862314968747302,-8.031096756688955,9.66051255102665e-16,-13.84992308668024,-8.4159954704612,***,501502_bpc
attempt_1,504002_bpc,-11.259285864415272,1.677417916034302,-6.71227233046021,1.9161663887227035e-11,-14.546964566864736,-7.971607161965808,***,501502_bpc
attempt_1,511401_mpc,-11.267802913116137,1.3284045446035546,-8.482207441166855,2.2096116357325242e-17,-13.871427977438437,-8.664177848793837,***,501502_bpc
attempt_1,512601_mpc,-11.315287546926454,1.4452248196312172,-7.829430683188663,4.900841012833298e-15,-14.147876142967036,-8.482698950885872,***,501502_bpc
attempt_1,511802_bpc,-11.404502171073517,1.7910705338783457,-6.367422139639835,1.9223157491220763e-10,-14.914935911246001,-7.894068430901033,***,501502_bpc
attempt_1,511303_mec,-11.408485268373862,2.163585662708257,-5.272952887889519,1.3424603410337848e-07,-15.649035244749271,-7.167935291998454,***,501502_bpc
attempt_1,514201_mpc,-11.50720628949524,1.6404055607266639,-7.014854475619918,2.3018841538313655e-12,-14.722342108558735,-8.292070470431746,***,501502_bpc
attempt_1,509105_hec,-11.550745259237479,1.6089770559972454,-7.1789372111824905,7.025539976754905e-13,-14.704282340943365,-8.397208177531592,***,501502_bpc
attempt_1,503101_mpc,-11.58806753647393,1.5878713564638067,-7.29786294670658,2.9237422279087504e-13,-14.700238207225754,-8.475896865722108,***,501502_bpc
attempt_1,506802_bpc,-11.645789203426869,2.118532361463785,-5.497102340877291,3.860826595689538e-08,-15.79803633197848,-7.493542074875259,***,501502_bpc
attempt_1,509201_mpc,-11.676216966928253,1.4496003627333875,-8.054783419694658,7.961966248669023e-16,-14.517381469861892,-8.835052463994614,***,501502_bpc
attempt_1,514601_mpc,-11.725850162137588,1.707966912899874,-6.865384846494969,6.631223790381572e-12,-15.073403798207401,-8.378296526067775,***,501502_bpc
